Date,Close
2013-5-29,15.89
2013-5-30,16.13
2013-5-31,16.06
2013-6-3,16.1
2013-6-4,16.05
2013-6-5,15.9
2013-6-6,15.66
2013-6-7,15.78
2013-6-10,15.67
2013-6-11,15.63
2013-6-12,15.44
2013-6-13,15.57
2013-6-14,15.36
2013-6-17,15.43
2013-6-18,15.42
2013-6-19,15.11
2013-6-20,14.89
2013-6-21,14.77
2013-6-24,14.38
2013-6-25,14.38
2013-6-26,14.22
2013-6-27,14.06
2013-6-28,14.16
2013-7-1,14.62
2013-7-2,14.95
2013-7-3,15.03
2013-7-5,14.91
2013-7-8,14.82
2013-7-9,15.08
2013-7-10,15.03
2013-7-11,15.26
2013-7-12,15.23
2013-7-15,15.27
2013-7-16,15.36
2013-7-17,15.37
2013-7-18,15.42
2013-7-19,15.18
2013-7-22,15.23
2013-7-23,14.96
2013-7-24,15.73
2013-7-25,15.66
2013-7-26,15.75
2013-7-29,15.99
2013-7-30,16.19
2013-7-31,16.16
2013-8-1,16.31
2013-8-2,16.52
2013-8-5,16.77
2013-8-6,16.62
2013-8-7,16.61
2013-8-8,16.46
2013-8-9,16.23
2013-8-12,16.69
2013-8-13,17.48
2013-8-14,17.8
2013-8-15,17.78
2013-8-16,17.94
2013-8-19,18.13
2013-8-20,17.9
2013-8-21,17.94
2013-8-22,17.96
2013-8-23,17.89
2013-8-26,17.96
2013-8-27,17.45
2013-8-28,17.53
2013-8-29,17.56
2013-8-30,17.4
2013-9-3,17.45
2013-9-4,17.81
2013-9-5,17.69
2013-9-6,17.79
2013-9-9,18.08
2013-9-10,17.67
2013-9-11,16.7
2013-9-12,16.88
2013-9-13,16.6
2013-9-16,16.08
2013-9-17,16.26
2013-9-18,16.6
2013-9-19,16.87
2013-9-20,16.69
2013-9-23,17.52
2013-9-24,17.47
2013-9-25,17.2
2013-9-26,17.36
2013-9-27,17.24
2013-9-30,17.03
2013-10-1,17.43
2013-10-2,17.48
2013-10-3,17.26
2013-10-4,17.25
2013-10-7,17.42
2013-10-8,17.18
2013-10-9,17.38
2013-10-10,17.49
2013-10-11,17.6
2013-10-14,17.72
2013-10-15,17.81
2013-10-16,17.9
2013-10-17,18.02
2013-10-18,18.17
2013-10-21,18.62
2013-10-22,18.57
2013-10-23,18.75
2013-10-24,19
2013-10-25,18.78
2013-10-28,18.92
2013-10-29,18.45
2013-10-30,18.75
2013-10-31,18.67
2013-11-1,18.57
2013-11-4,18.81
2013-11-5,18.77
2013-11-6,18.6
2013-11-7,18.3
2013-11-8,18.59
2013-11-11,18.54
2013-11-12,18.57
2013-11-13,18.59
2013-11-14,18.86
2013-11-15,18.75
2013-11-18,18.52
2013-11-19,18.56
2013-11-20,18.39
2013-11-21,18.61
2013-11-22,18.56
2013-11-25,18.7
2013-11-26,19.05
2013-11-27,19.5
2013-11-29,19.86
2013-12-2,19.69
2013-12-3,20.23
2013-12-4,20.18
2013-12-5,20.28
2013-12-6,20
2013-12-9,20.23
2013-12-10,20.2
2013-12-11,20.05
2013-12-12,20.02
2013-12-13,19.8
2013-12-16,19.91
2013-12-17,19.82
2013-12-18,19.67
2013-12-19,19.45
2013-12-20,19.61
2013-12-23,20.36
2013-12-24,20.27
2013-12-26,20.14
2013-12-27,20
2013-12-30,19.8
2013-12-31,20.04
2014-1-2,19.75
2014-1-3,19.32
2014-1-6,19.43
2014-1-7,19.29
2014-1-8,19.41
2014-1-9,19.16
2014-1-10,19.03
2014-1-13,19.13
2014-1-14,19.51
2014-1-15,19.91
2014-1-16,19.79
2014-1-17,19.31
2014-1-21,19.61
2014-1-22,19.7
2014-1-23,19.86
2014-1-24,19.5
2014-1-27,19.66
2014-1-28,18.09
2014-1-29,17.88
2014-1-30,17.85
2014-1-31,17.88
2014-2-3,17.91
2014-2-4,18.17
2014-2-5,18.31
2014-2-6,18.3
2014-2-7,18.56
2014-2-10,18.89
2014-2-11,19.14
2014-2-12,19.14
2014-2-13,19.44
2014-2-14,19.43
2014-2-18,19.5
2014-2-19,19.19
2014-2-20,18.97
2014-2-21,18.76
2014-2-24,18.84
2014-2-25,18.65
2014-2-26,18.48
2014-2-27,18.85
2014-2-28,18.79
2014-3-3,18.85
2014-3-4,18.97
2014-3-5,19.01
2014-3-6,18.96
2014-3-7,18.94
2014-3-10,18.96
2014-3-11,19.15
2014-3-12,19.16
2014-3-13,18.95
2014-3-14,18.74
2014-3-17,18.81
2014-3-18,18.98
2014-3-19,18.97
2014-3-20,18.88
2014-3-21,19.03
2014-3-24,19.26
2014-3-25,19.46
2014-3-26,19.28
2014-3-27,19.2
2014-3-28,19.17
2014-3-31,19.17
2014-4-1,19.34
2014-4-2,19.38
2014-4-3,19.24
2014-4-4,18.99
2014-4-7,18.7
2014-4-8,18.69
2014-4-9,18.94
2014-4-10,18.7
2014-4-11,18.56
2014-4-14,18.63
2014-4-15,18.5
2014-4-16,18.54
2014-4-17,18.75
2014-4-21,18.97
2014-4-22,18.99
2014-4-23,18.74
2014-4-24,20.28
2014-4-25,20.43
2014-4-28,21.22
2014-4-29,21.15
2014-4-30,21.07
2014-5-1,21.12
2014-5-2,21.16
2014-5-5,21.46
2014-5-6,21.23
2014-5-7,21.15
2014-5-8,21
2014-5-9,20.91
2014-5-12,21.17
2014-5-13,21.21
2014-5-14,21.21
2014-5-15,21.03
2014-5-16,21.34
2014-5-19,21.59
2014-5-20,21.6
2014-5-21,21.65
2014-5-22,21.69
2014-5-23,21.93
2014-5-27,22.34
2014-5-28,22.29
2014-5-29,22.69
2014-5-30,22.61
2014-6-2,22.45
2014-6-3,22.77
2014-6-4,23.03
2014-6-5,23.12
2014-6-6,23.06
2014-6-9,23.43
2014-6-10,23.56
2014-6-11,23.47
2014-6-12,23.07
2014-6-13,22.82
2014-6-16,23.05
2014-6-17,23.02
2014-6-18,23.05
2014-6-19,22.97
2014-6-20,22.73
2014-6-23,22.71
2014-6-24,22.57
2014-6-25,22.59
2014-6-26,22.73
2014-6-27,23
2014-6-30,23.23
2014-7-1,23.38
2014-7-2,23.37
2014-7-3,23.51
2014-7-7,23.99
2014-7-8,23.84
2014-7-9,23.85
2014-7-10,23.76
2014-7-11,23.81
2014-7-14,24.11
2014-7-15,23.83
2014-7-16,23.7
2014-7-17,23.27
2014-7-18,23.61
2014-7-21,23.48
2014-7-22,23.68
2014-7-23,24.3
2014-7-24,24.26
2014-7-25,24.42
2014-7-28,24.76
2014-7-29,24.6
2014-7-30,24.54
2014-7-31,23.9
2014-8-1,24.03
2014-8-4,23.9
2014-8-5,23.78
2014-8-6,23.74
2014-8-7,23.62
2014-8-8,23.69
2014-8-11,24
2014-8-12,23.99
2014-8-13,24.31
2014-8-14,24.38
2014-8-15,24.5
2014-8-18,24.79
2014-8-19,25.13
2014-8-20,25.14
2014-8-21,25.15
2014-8-22,25.33
2014-8-25,25.39
2014-8-26,25.22
2014-8-27,25.53
2014-8-28,25.56
2014-8-29,25.63
2014-9-2,25.83
2014-9-3,24.74
2014-9-4,24.53
2014-9-5,24.74
2014-9-8,24.59
2014-9-9,24.5
2014-9-10,25.25
2014-9-11,25.36
2014-9-12,25.42
2014-9-15,25.41
2014-9-16,25.22
2014-9-17,25.4
2014-9-18,25.45
2014-9-19,25.24
2014-9-22,25.27
2014-9-23,25.66
2014-9-24,25.44
2014-9-25,24.47
2014-9-26,25.19
2014-9-29,25.03
2014-9-30,25.19
2014-10-1,24.8
2014-10-2,24.98
2014-10-3,24.91
2014-10-6,24.91
2014-10-7,24.69
2014-10-8,25.2
2014-10-9,25.26
2014-10-10,25.18
2014-10-13,24.95
2014-10-14,24.69
2014-10-15,24.39
2014-10-16,24.07
2014-10-17,24.42
2014-10-20,24.94
2014-10-21,25.62
2014-10-22,25.75
2014-10-23,26.21
2014-10-24,26.31
2014-10-27,26.28
2014-10-28,26.69
2014-10-29,26.84
2014-10-30,26.75
2014-10-31,27
2014-11-3,27.35
2014-11-4,27.15
2014-11-5,27.22
2014-11-6,27.18
2014-11-7,27.25
2014-11-10,27.21
2014-11-11,27.43
2014-11-12,27.81
2014-11-13,28.21
2014-11-14,28.55
2014-11-17,28.5
2014-11-18,28.87
2014-11-19,28.67
2014-11-20,29.08
2014-11-21,29.12
2014-11-24,29.66
2014-11-25,29.4
2014-11-26,29.75
2014-11-28,29.73
2014-12-1,28.77
2014-12-2,28.66
2014-12-3,28.98
2014-12-4,28.87
2014-12-5,28.75
2014-12-8,28.1
2014-12-9,28.53
2014-12-10,27.99
2014-12-11,27.91
2014-12-12,27.43
2014-12-15,27.06
2014-12-16,26.69
2014-12-17,27.35
2014-12-18,28.16
2014-12-19,27.95
2014-12-22,28.24
2014-12-23,28.14
2014-12-24,28
2014-12-26,28.5
2014-12-29,28.48
2014-12-30,28.13
2014-12-31,27.6
2015-1-2,27.33
2015-1-5,26.56
2015-1-6,26.57
2015-1-7,26.94
2015-1-8,27.97
2015-1-9,28
2015-1-12,27.31
2015-1-13,27.56
2015-1-14,27.45
2015-1-15,26.71
2015-1-16,26.5
2015-1-20,27.18
2015-1-21,27.39
2015-1-22,28.1
2015-1-23,28.25
2015-1-26,28.28
2015-1-27,27.29
2015-1-28,28.83
2015-1-29,29.73
2015-1-30,29.29
2015-2-2,29.66
2015-2-3,29.66
2015-2-4,29.89
2015-2-5,29.99
2015-2-6,29.73
2015-2-9,29.93
2015-2-10,30.51
2015-2-11,31.22
2015-2-12,31.62
2015-2-13,31.77
2015-2-17,31.96
2015-2-18,32.18
2015-2-19,32.11
2015-2-20,32.37
2015-2-23,33.25
2015-2-24,33.04
2015-2-25,32.2
2015-2-26,32.6
2015-2-27,32.12
2015-3-2,32.27
2015-3-3,32.34
2015-3-4,32.14
2015-3-5,31.6
2015-3-6,31.65
2015-3-9,31.79
2015-3-10,31.13
2015-3-11,30.56
2015-3-12,31.11
2015-3-13,30.9
2015-3-16,31.24
2015-3-17,31.76
2015-3-18,32.12
2015-3-19,31.87
2015-3-20,31.48
2015-3-23,31.8
2015-3-24,31.67
2015-3-25,30.85
2015-3-26,31.06
2015-3-27,30.81
2015-3-30,31.59
2015-3-31,31.11
2015-4-1,31.06
2015-4-2,31.33
2015-4-6,31.84
2015-4-7,31.5
2015-4-8,31.4
2015-4-9,31.64
2015-4-10,31.78
2015-4-13,31.71
2015-4-14,31.58
2015-4-15,31.7
2015-4-16,31.54
2015-4-17,31.19
2015-4-20,31.9
2015-4-21,31.73
2015-4-22,32.16
2015-4-23,32.42
2015-4-24,32.57
2015-4-27,33.16
2015-4-28,32.64
2015-4-29,32.16
2015-4-30,31.29
2015-5-1,32.24
2015-5-4,32.17
2015-5-5,31.45
2015-5-6,31.25
2015-5-7,31.32
2015-5-8,31.91
2015-5-11,31.58
2015-5-12,31.47
2015-5-13,31.5
2015-5-14,32.24
2015-5-15,32.19
2015-5-18,32.55
2015-5-19,32.52
2015-5-20,32.52
2015-5-21,32.85
2015-5-22,33.14
2015-5-26,32.41
2015-5-27,33.01
2015-5-28,32.95
2015-5-29,32.57
2015-6-1,32.63
2015-6-2,32.49
2015-6-3,32.53
2015-6-4,32.34
2015-6-5,32.16
2015-6-8,31.95
2015-6-9,31.86
2015-6-10,32.22
2015-6-11,32.15
2015-6-12,31.79
2015-6-15,31.73
2015-6-16,31.9
2015-6-17,31.83
2015-6-18,31.97
2015-6-19,31.65
2015-6-22,31.9
2015-6-23,31.76
2015-6-24,32.03
2015-6-25,31.88
2015-6-26,31.69
2015-6-29,31.13
2015-6-30,31.36
2015-7-1,31.65
2015-7-2,31.61
2015-7-6,31.5
2015-7-7,31.42
2015-7-8,30.64
2015-7-9,30.02
2015-7-10,30.82
2015-7-13,31.42
2015-7-14,31.4
2015-7-15,31.71
2015-7-16,32.13
2015-7-17,32.41
2015-7-20,33.02
2015-7-21,32.69
2015-7-22,31.31
2015-7-23,31.29
2015-7-24,31.13
2015-7-27,30.69
2015-7-28,30.85
2015-7-29,30.75
2015-7-30,30.59
2015-7-31,30.33
2015-8-3,29.61
2015-8-4,28.66
2015-8-5,28.85
2015-8-6,28.78
2015-8-7,28.88
2015-8-10,29.93
2015-8-11,28.37
2015-8-12,28.81
2015-8-13,28.79
2015-8-14,28.99
2015-8-17,29.29
2015-8-18,29.13
2015-8-19,28.75
2015-8-20,28.16
2015-8-21,26.44
2015-8-24,25.78
2015-8-25,25.94
2015-8-26,27.42
2015-8-27,28.23
2015-8-28,28.32
2015-8-31,28.19
2015-9-1,26.93
2015-9-2,28.09
2015-9-3,27.59
2015-9-4,27.32
2015-9-8,28.08
2015-9-9,27.54
2015-9-10,28.14
2015-9-11,28.55
2015-9-14,28.83
2015-9-15,29.07
2015-9-16,29.1
2015-9-17,28.48
2015-9-18,28.36
2015-9-21,28.8
2015-9-22,28.35
2015-9-23,28.58
2015-9-24,28.75
2015-9-25,28.68
2015-9-28,28.11
2015-9-29,27.27
2015-9-30,27.58
2015-10-1,27.4
2015-10-2,27.6
2015-10-5,27.7
2015-10-6,27.83
2015-10-7,27.7
2015-10-8,27.38
2015-10-9,28.03
2015-10-12,27.9
2015-10-13,27.95
2015-10-14,27.55
2015-10-15,27.97
2015-10-16,27.76
2015-10-19,27.93
2015-10-20,28.44
2015-10-21,28.44
2015-10-22,28.88
2015-10-23,29.77
2015-10-26,28.82
2015-10-27,28.64
2015-10-28,29.82
2015-10-29,30.13
2015-10-30,29.88
2015-11-2,30.3
2015-11-3,30.64
2015-11-4,30.5
2015-11-5,30.23
2015-11-6,30.27
2015-11-9,30.14
2015-11-10,29.19
2015-11-11,29.03
2015-11-12,28.93
2015-11-13,28.09
2015-11-16,28.54
2015-11-17,28.42
2015-11-18,29.32
2015-11-19,29.7
2015-11-20,29.83
2015-11-23,29.44
2015-11-24,29.72
2015-11-25,29.51
2015-11-27,29.45
2015-11-30,29.58
2015-12-1,29.34
2015-12-2,29.07
2015-12-3,28.8
2015-12-4,29.76
2015-12-7,29.57
2015-12-8,29.56
2015-12-9,28.91
2015-12-10,29.04
2015-12-11,28.3
2015-12-14,28.12
2015-12-15,27.62
2015-12-16,27.84
2015-12-17,27.25
2015-12-18,26.51
2015-12-21,26.83
2015-12-22,26.81
2015-12-23,27.15
2015-12-24,27.01
2015-12-28,26.71
2015-12-29,27.19
2015-12-30,26.83
2015-12-31,26.32
2016-1-4,26.34
2016-1-5,25.68
2016-1-6,25.18
2016-1-7,24.11
2016-1-8,24.24
2016-1-11,24.63
2016-1-12,24.99
2016-1-13,24.35
2016-1-14,24.88
2016-1-15,24.28
2016-1-19,24.17
2016-1-20,24.2
2016-1-21,24.08
2016-1-22,25.36
2016-1-25,24.86
2016-1-26,25
2016-1-27,23.36
2016-1-28,23.52
2016-1-29,24.34
2016-2-1,24.11
2016-2-2,23.62
2016-2-3,24.09
2016-2-4,24.15
2016-2-5,23.51
2016-2-8,23.75
2016-2-9,23.75
2016-2-10,23.57
2016-2-11,23.43
2016-2-12,23.5
2016-2-16,24.16
2016-2-17,24.53
2016-2-18,24.07
2016-2-19,24.01
2016-2-22,24.22
2016-2-23,23.67
2016-2-24,24.03
2016-2-25,24.19
2016-2-26,24.23
2016-2-29,24.17
2016-3-1,25.13
2016-3-2,25.19
2016-3-3,25.38
2016-3-4,25.75
2016-3-7,25.47
2016-3-8,25.26
2016-3-9,25.28
2016-3-10,25.29
2016-3-11,25.57
2016-3-14,25.63
2016-3-15,26.15
2016-3-16,26.49
2016-3-17,26.45
2016-3-18,26.48
2016-3-21,26.48
2016-3-22,26.68
2016-3-23,26.53
2016-3-24,26.42
2016-3-28,26.3
2016-3-29,26.92
2016-3-30,27.39
2016-3-31,27.25
2016-4-1,27.5
2016-4-4,27.78
2016-4-5,27.45
2016-4-6,27.74
2016-4-7,27.14
2016-4-8,27.17
2016-4-11,27.26
2016-4-12,27.61
2016-4-13,28.01
2016-4-14,28.03
2016-4-15,27.46
2016-4-18,26.87
2016-4-19,26.73
2016-4-20,26.78
2016-4-21,26.49
2016-4-22,26.42
2016-4-25,26.27
2016-4-26,26.09
2016-4-27,24.46
2016-4-28,23.71
2016-4-29,23.44
2016-5-2,23.41
2016-5-3,23.8
2016-5-4,23.55
2016-5-5,23.31
2016-5-6,23.18
2016-5-9,23.2
2016-5-10,23.36
2016-5-11,23.13
2016-5-12,22.59
2016-5-13,22.63
2016-5-16,23.47
2016-5-17,23.37
2016-5-18,23.64
2016-5-19,23.55
2016-5-20,23.81
2016-5-23,24.11
2016-5-24,24.48
2016-5-25,24.91
2016-5-26,25.1
2016-5-27,25.09
2016-5-31,24.97
2016-6-1,24.62
2016-6-2,24.43
2016-6-3,24.48
2016-6-6,24.66
2016-6-7,24.76
2016-6-8,24.74
2016-6-9,24.91
2016-6-10,24.71
2016-6-13,24.34
2016-6-14,24.37
2016-6-15,24.29
2016-6-16,24.39
2016-6-17,23.83
2016-6-20,23.78
2016-6-21,23.98
2016-6-22,23.89
2016-6-23,24.03
2016-6-24,23.35
2016-6-27,23.01
2016-6-28,23.4
2016-6-29,23.6
2016-6-30,23.9
2016-7-1,23.97
2016-7-5,23.75
2016-7-6,23.88
2016-7-7,23.99
2016-7-8,24.17
2016-7-11,24.25
2016-7-12,24.36
2016-7-13,24.22
2016-7-14,24.7
2016-7-15,24.7
2016-7-18,24.96
2016-7-19,24.97
2016-7-20,24.99
2016-7-21,24.86
2016-7-22,24.67
2016-7-25,24.34
2016-7-26,24.17
2016-7-27,25.74
2016-7-28,26.09
2016-7-29,26.05
2016-8-1,26.51
2016-8-2,26.12
2016-8-3,26.45
2016-8-4,26.47
2016-8-5,26.87
2016-8-8,27.09
2016-8-9,27.2
2016-8-10,27
2016-8-11,26.98
2016-8-12,27.05
2016-8-15,27.37
2016-8-16,27.35
2016-8-17,27.31
2016-8-18,27.27
2016-8-19,27.34
2016-8-22,27.13
2016-8-23,27.21
2016-8-24,27.01
2016-8-25,26.89
2016-8-26,26.74
2016-8-29,26.71
2016-8-30,26.5
2016-8-31,26.53
2016-9-1,26.68
2016-9-2,26.93
2016-9-6,26.93
2016-9-7,27.09
2016-9-8,26.38
2016-9-9,25.78
2016-9-12,26.36
2016-9-13,26.99
2016-9-14,27.94
2016-9-15,28.89
2016-9-16,28.73
2016-9-19,28.4
2016-9-20,28.39
2016-9-21,28.39
2016-9-22,28.66
2016-9-23,28.18
2016-9-26,28.22
2016-9-27,28.27
2016-9-28,28.49
2016-9-29,28.05
2016-9-30,28.26
2016-10-3,28.13
2016-10-4,28.25
2016-10-5,28.26
2016-10-6,28.47
2016-10-7,28.52
2016-10-10,29.01
2016-10-11,29.08
2016-10-12,29.34
2016-10-13,29.25
2016-10-14,29.41
2016-10-17,29.39
2016-10-18,29.37
2016-10-19,29.28
2016-10-20,29.27
2016-10-21,29.15
2016-10-24,29.41
2016-10-25,29.56
2016-10-26,28.9
2016-10-27,28.62
2016-10-28,28.43
2016-10-31,28.39
2016-11-1,27.87
2016-11-2,27.9
2016-11-3,27.46
2016-11-4,27.21
2016-11-7,27.6
2016-11-8,27.77
2016-11-9,27.72
2016-11-10,26.95
2016-11-11,27.11
2016-11-14,26.43
2016-11-15,26.78
2016-11-16,27.5
2016-11-17,27.49
2016-11-18,27.52
2016-11-21,27.93
2016-11-22,27.95
2016-11-23,27.81
2016-11-25,27.95
2016-11-28,27.89
2016-11-29,27.87
2016-11-30,27.63
2016-12-1,27.37
2016-12-2,27.48
2016-12-5,27.28
2016-12-6,27.49
2016-12-7,27.76
2016-12-8,28.03
2016-12-9,28.49
2016-12-12,28.33
2016-12-13,28.8
2016-12-14,28.8
2016-12-15,28.96
2016-12-16,28.99
2016-12-19,29.16
2016-12-20,29.24
2016-12-21,29.27
2016-12-22,29.07
2016-12-23,29.13
2016-12-27,29.32
2016-12-28,29.19
2016-12-29,29.18
2016-12-30,28.96
2017-1-3,29.04
2017-1-4,29.01
2017-1-5,29.15
2017-1-6,29.48
2017-1-9,29.75
2017-1-10,29.78
2017-1-11,29.94
2017-1-12,29.81
2017-1-13,29.76
2017-1-17,30
2017-1-18,30
2017-1-19,29.95
2017-1-20,30
2017-1-23,30.02
2017-1-24,29.99
2017-1-25,30.47
2017-1-26,30.49
2017-1-27,30.49
2017-1-30,30.41
2017-1-31,30.34
2017-2-1,32.19
2017-2-2,32.13
2017-2-3,32.27
2017-2-6,32.57
2017-2-7,32.88
2017-2-8,33.01
2017-2-9,33.1
2017-2-10,33.03
2017-2-13,33.32
2017-2-14,33.76
2017-2-15,33.88
2017-2-16,33.84
2017-2-17,33.93
2017-2-21,34.17
2017-2-22,34.28
2017-2-23,34.13
2017-2-24,34.17
2017-2-27,34.23
2017-2-28,34.25
2017-3-1,34.95
2017-3-2,34.74
2017-3-3,34.95
2017-3-6,34.84
2017-3-7,34.88
2017-3-8,34.75
2017-3-9,34.67
2017-3-10,34.78
2017-3-13,34.8
2017-3-14,34.75
2017-3-15,35.12
2017-3-16,35.17
2017-3-17,35
2017-3-20,35.37
2017-3-21,34.96
2017-3-22,35.35
2017-3-23,35.23
2017-3-24,35.16
2017-3-27,35.22
2017-3-28,35.95
2017-3-29,36.03
2017-3-30,35.98
2017-3-31,35.92
2017-4-3,35.92
2017-4-4,36.19
2017-4-5,36.01
2017-4-6,35.92
2017-4-7,35.84
2017-4-10,35.79
2017-4-11,35.41
2017-4-12,35.45
2017-4-13,35.26
2017-4-17,35.46
2017-4-18,35.3
2017-4-19,35.17
2017-4-20,35.61
2017-4-21,35.57
2017-4-24,35.91
2017-4-25,36.13
2017-4-26,35.92
2017-4-27,35.95
2017-4-28,35.91
2017-5-1,36.65
2017-5-2,36.88
2017-5-3,36.77
2017-5-4,36.63
2017-5-5,37.24
2017-5-8,38.25
2017-5-9,38.5
2017-5-10,38.32
2017-5-11,38.49
2017-5-12,39.03
2017-5-15,38.92
2017-5-16,38.87
2017-5-17,37.56
2017-5-18,38.14
2017-5-19,38.27
2017-5-22,38.5
2017-5-23,38.45
2017-5-24,38.34
2017-5-25,38.47
2017-5-26,38.4
2017-5-30,38.42
2017-5-31,38.19
2017-6-1,38.3
2017-6-2,38.86
2017-6-5,38.48
2017-6-6,38.61
2017-6-7,38.84
2017-6-8,38.75
2017-6-9,37.24
2017-6-12,36.35
2017-6-13,36.65
2017-6-14,36.29
2017-6-15,36.07
2017-6-16,35.57
2017-6-19,36.59
2017-6-20,36.25
2017-6-21,36.47
2017-6-22,36.41
2017-6-23,36.57
2017-6-26,36.46
2017-6-27,35.93
2017-6-28,36.46
2017-6-29,35.92
2017-6-30,36.01
2017-7-3,35.88
2017-7-5,36.02
2017-7-6,35.68
2017-7-7,36.05
2017-7-10,36.27
2017-7-11,36.38
2017-7-12,36.44
2017-7-13,36.94
2017-7-14,37.26
2017-7-17,37.39
2017-7-18,37.52
2017-7-19,37.76
2017-7-20,37.59
2017-7-21,37.57
2017-7-24,38.02
2017-7-25,38.19
2017-7-26,38.37
2017-7-27,37.64
2017-7-28,37.38
2017-7-31,37.18
2017-8-1,37.51
2017-8-2,39.28
2017-8-3,38.89
2017-8-4,39.1
2017-8-7,39.7
2017-8-8,40.02
2017-8-9,40.27
2017-8-10,38.83
2017-8-11,39.37
2017-8-14,39.96
2017-8-15,40.4
2017-8-16,40.24
2017-8-17,39.47
2017-8-18,39.38
2017-8-21,39.3
2017-8-22,39.95
2017-8-23,39.99
2017-8-24,39.82
2017-8-25,39.97
2017-8-28,40.37
2017-8-29,40.73
2017-8-30,40.84
2017-8-31,41
2017-9-1,41.01
2017-9-5,40.52
2017-9-6,40.48
2017-9-7,40.32
2017-9-8,39.66
2017-9-11,40.38
2017-9-12,40.22
2017-9-13,39.91
2017-9-14,39.57
2017-9-15,39.97
2017-9-18,39.67
2017-9-19,39.68
2017-9-20,39.02
2017-9-21,38.35
2017-9-22,37.97
2017-9-25,37.64
2017-9-26,38.28
2017-9-27,38.56
2017-9-28,38.32
2017-9-29,38.53
2017-10-2,38.45
2017-10-3,38.62
2017-10-4,38.37
2017-10-5,38.85
2017-10-6,38.83
2017-10-9,38.96
2017-10-10,38.98
2017-10-11,39.14
2017-10-12,39
2017-10-13,39.25
2017-10-16,39.97
2017-10-17,40.12
2017-10-18,39.94
2017-10-19,38.99
2017-10-20,39.06
2017-10-23,39.04
2017-10-24,39.28
